,BM,IdioVol3F,Investment,Mom12m,OperProf,Size,SP500,RSSL2K,USDIDX,TBLL13WK,VIX,GDP,UNRATE,INFLATION,POLICY,GLDRSRV,CRUDOIL,regime
2001-08-31,0.03537350318444843,0.14581728775505098,0.02289918070707886,0.12262609216735498,0.06313715401461484,0.02647693712584198,-0.06410840688075747,-0.03345847861204254,-0.03208740507286356,-0.04651165208409025,0.15263640652002675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-09-30,-0.10464726093486898,0.21563866857228509,-0.03873091073868651,0.14220797349527503,0.09891388219358643,-0.0221476431982518,-0.08172340570563885,-0.13592710170151,0.0005290529796948551,-0.29878049622611735,0.2813001688370922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-10-31,0.003836541490344514,-0.09614626232337942,-0.01419217207042589,-0.21457315224473084,-0.015522392292918075,0.022335556258600953,0.018099111333141016,0.05754938274396659,0.012160708605880144,-0.12608694255013964,0.05104920302337157,0.005892138342822539,0.15217391304347827,0.0011273957158961512,0.2474882003831953,0.07258172228188098,-0.16030245746691862,0.0
2001-11-30,0.0496622143703187,-0.09748288584731035,-0.0794578823278469,-0.13267473591159618,-0.05641054800484002,-0.037619117995246754,0.0751759041240454,0.0761613011861848,0.011056909597055409,-0.13930346901406565,-0.28963053703683284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-12-31,0.04059977014468363,-0.04519995844478231,0.033255983808260225,0.054488280454311866,-0.051318576433229346,0.015178075366524046,0.0075738340889277556,0.0601588638702617,0.005338868175714051,-0.0346821163741744,-0.0016778907412465793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-01-31,0.026860710729858184,0.057493997041098366,-0.0209631961051151,0.002573797780678788,0.10823241007958795,0.07448279458687912,-0.015573832456979853,-0.01105423520262927,0.029892915321366287,0.029940163359560623,-0.11386551140105661,0.011541241399882551,0.07547169811320753,0.0005630630630630851,-0.31223075482300056,-0.03705745875029964,-0.11436289959477708,0.0
2002-02-28,-0.0054826939580718825,0.19014051732215997,0.05672901003862463,0.10462217002141383,0.11710361896587806,-0.0020635785092029124,-0.020766211039727644,-0.028441359094102392,-0.008981987864668528,0.0,0.02370791827323182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-03-31,0.04364250052814067,-0.10422986544444501,0.014600001269416518,-0.006200523700374383,-0.037002542253141146,0.0300633470684446,0.03673889286207466,0.07904381980011954,-0.0045317295982849615,0.011627895694091173,-0.19407135268386655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-04-30,0.061501254368516944,0.07139848114842007,0.05623093856169126,0.15094272894871996,0.03260168439122335,0.0658926790557639,-0.061417625919219065,0.00831264471762272,-0.028915867693104058,-0.0057471209243954435,0.2591954211354621,0.009640654703945817,0.03508771929824572,0.009003939223410473,-0.871078431372549,0.005526189617472088,0.33553634977122515,0.0
2002-05-31,0.004427546311212449,0.05258189800323376,0.0198632397977212,0.03858122094533689,0.028349267592068017,0.02533832395652058,-0.009081481352177012,-0.04543053556504606,-0.029342866665288736,-0.014450853111279693,-0.08808764576069783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-06-30,0.035793514579419705,0.13620577299234404,0.06598983962788263,0.14399502482262694,0.05137302895719098,0.021382013999040606,-0.0724553538081798,-0.05093644021188448,-0.050979313770712964,-0.026979473699040413,0.27127128130490896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-07-31,-0.08280973131453573,0.07770506070327188,-0.035131539081926566,0.05382260675098882,0.0813501693368659,-0.028801683007354306,-0.07900427514940755,-0.15178108031589888,0.012251465877675116,0.0036165898800295526,0.26102359292674016,0.008870755897151472,-0.016949152542372947,0.003904071388733943,4.416561047739755,0.1216422114580944,0.02550437761705382,0.0
2002-08-31,-7.23186052354885e-05,-0.05092109913519405,0.0038047398497902396,-0.0026652926785195596,0.002302856463755276,-0.01103270322047456,0.004881433306494154,-0.003720559407516366,-0.004003354347966281,-0.012012000831672642,0.01904466542614558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-30,-0.051928058798225374,0.10086703366694394,0.0630164232444268,0.14272182434335012,0.035196676219063194,0.026183526011352987,-0.11002431825242787,-0.0733834741878,-0.001028235248643039,-0.07173254217979808,0.21599262772340633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-10-31,-0.059213626266103714,-0.07533373293965873,-0.061319408240647966,-0.1776417021388571,-0.060996954675312076,-0.06408716964387529,0.08644880033371405,0.030999009928764254,-0.002152178824950668,-0.07203660685540092,-0.21541948936493305,0.007045950306080462,-0.01724137931034475,0.006666666666666599,0.3376491693315653,0.011747089842178537,0.07089829250185598,0.0
2002-11-30,0.048424006508134054,-0.24835546255918906,-0.04746746196121476,-0.14193970898123798,-0.14603809700413906,0.03651120747676795,0.05706962070498589,0.08795182357032294,-0.0021567491453060583,-0.15172902257303944,-0.11689144062277823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-12-31,0.020073635185257288,0.10514415805337807,0.026607200576277856,0.06770996925959372,0.07968389265873355,-0.0025208667942500096,-0.06033257188502883,-0.05724131762335849,-0.042853162588622484,-0.016638918936395353,0.04072730324485074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-01-31,0.0043537604856973555,-0.05042670771407087,-0.007349092735731033,0.013613467438841287,-0.05797176634072454,0.07937806869993236,-0.02741469268304464,-0.028505006694366064,-0.019047568395444303,-0.028764837496665474,0.08909850322453194,0.010188191710784666,0.01754385964912264,0.007726269315673218,0.4094460641399418,0.04550983525722452,0.14176776429809346,0.0
2003-02-28,-0.029223220205482292,0.028100448326678684,-0.02024434819726384,0.031480000531128205,-0.00014671379233710535,-0.0030323113664973977,-0.01700360825687175,-0.03130296368254992,-0.0020018473656864266,0.023519120526198867,-0.04940650984144779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-31,-0.029872326542821792,-0.006916453655785415,0.012883259270941139,0.01815543302414202,-0.01602454005283893,0.004726999657799658,0.008357567684332823,0.01115061481680435,-0.0065189201870137214,-0.07234035947841722,-0.01619978251203935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-30,0.04536133293573519,-0.12935583706399711,-0.03636767508673189,-0.13265211923861586,-0.05961044233238855,0.017632358386137525,0.0810441071800323,0.09365222837166964,-0.018877399185089128,0.010091667566204832,-0.27238424143958695,0.012406962547147904,0.034482758620689724,0.003285870755750153,-0.4405096806222075,0.02924159016248251,-0.14238008500303578,0.0
2003-05-31,0.059920649901032075,-0.16429098977605816,0.018630513242371638,-0.13437887195476506,-0.09162807725982236,0.09606348182806657,0.050898709609522585,0.10615031629800042,-0.040333426277081474,-0.014532165233827277,-0.08203676785596736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
